MovieID,rating_count,avg_rating
1394,58,3.9913793103448274
69844,58,3.8879310344827585
1207,58,4.120689655172414
54001,58,3.8620689655172415
73017,58,3.853448275862069
2167,58,3.3620689655172415
6502,58,3.9741379310344827
953,58,4.0344827586206895
1608,58,3.3448275862068964
5669,58,3.7758620689655173
34162,58,3.5086206896551726
81845,58,4.043103448275862
708,58,3.3879310344827585
1230,58,3.8706896551724137
370,58,3.060344827586207
160,57,2.8771929824561404
80463,57,3.8859649122807016
2005,57,3.5701754385964914
8641,57,3.7719298245614037
908,57,4.184210526315789
2268,57,3.789473684210526
1276,57,4.271929824561403
2470,57,3.175438596491228
1203,57,4.149122807017544
350,57,3.3859649122807016
4370,56,3.3392857142857144
2671,56,3.455357142857143
1641,56,3.7589285714285716
1777,56,3.419642857142857
2599,56,3.6607142857142856
1302,56,3.517857142857143
1148,56,4.035714285714286
2395,56,3.544642857142857
2529,56,3.8035714285714284
53125,56,3.4375
432,55,2.6454545454545455
54503,55,3.8636363636363638
70,55,3.5090909090909093
5956,55,3.518181818181818
4308,55,3.590909090909091
4720,55,3.6272727272727274
2080,55,3.4
2804,55,3.9727272727272727
78499,55,4.109090909090909
