MovieID,rating_count,avg_rating
121007,1,4.0
173535,1,4.5
4032,1,4.0
3414,1,4.0
95519,1,4.0
117630,1,1.0
467,1,5.0
106594,1,4.5
139640,1,5.0
65631,1,4.0
7328,1,3.5
32392,1,2.5
6797,1,3.0
89427,1,1.5
106542,1,1.5
133281,1,2.0
451,1,4.0
3281,1,2.0
131739,1,3.0
5657,1,4.5
8092,1,3.0
66915,1,2.0
137595,1,4.0
2898,1,2.0
73858,1,1.5
33558,1,3.0
44777,1,4.5
120813,1,4.5
1746,1,2.0
140627,1,5.0
100277,1,4.0
128900,1,4.5
3838,1,2.0
1870,1,3.0
7248,1,3.5
95744,1,2.5
118512,1,1.5
149612,1,2.0
151745,1,0.5
160644,1,5.0
25865,1,4.0
26958,1,3.5
2725,1,2.0
7487,1,4.0
58783,1,2.5
108715,1,1.5
93790,1,4.0
147330,1,5.0
181139,1,1.5
62299,1,3.5
3652,1,3.0
95796,1,0.5
7616,1,2.5
4583,1,4.0
81949,1,3.0
101360,1,1.5
157340,1,2.5
4236,1,3.5
2930,1,3.5
6768,1,4.0
8153,1,2.5
117877,1,3.0
142598,1,4.0
4988,1,2.0
6402,1,5.0
149508,1,5.0
3895,1,1.5
6033,1,3.0
3057,1,4.0
94494,1,2.5
5986,1,4.0
8502,1,3.0
178615,1,3.5
4594,1,3.0
27155,1,2.0
47538,1,2.5
27746,1,3.0
100226,1,1.5
54962,1,2.5
6949,1,3.5
7976,1,4.5
106441,1,3.0
120761,1,3.5
4818,1,2.0
5071,1,4.0
31260,1,3.5
104017,1,0.5
105020,1,1.5
59131,1,3.5
30890,1,3.0
93598,1,2.5
7364,1,4.0
140289,1,4.0
90576,1,4.5
126090,1,4.5
170597,1,5.0
110773,1,0.5
5498,1,4.5
2964,1,1.0
470,1,1.0
4078,1,4.0
4408,1,3.5
5321,1,2.0
6883,1,3.0
94919,1,2.5
135885,1,3.0
184997,1,4.0
26142,1,2.0
26593,1,2.0
95165,1,4.0
119828,1,3.0
1349,1,5.0
47202,1,4.0
69712,1,4.0
67618,1,5.0
163527,1,4.0
65651,1,2.0
1008,1,3.0
3280,1,1.5
8952,1,3.5
55110,1,3.0
99846,1,3.0
144262,1,2.0
6407,1,2.0
96520,1,2.0
3661,1,3.0
26782,1,2.0
46664,1,2.5
47937,1,3.0
182297,1,4.0
161966,1,4.0
101973,1,1.5
2812,1,3.0
32179,1,4.0
1412,1,3.5
157172,1,0.5
1496,1,4.0
5799,1,3.5
6609,1,3.5
8424,1,4.0
109941,1,3.0
5041,1,1.5
2415,1,3.0
103027,1,3.0
169958,1,1.0
88327,1,3.0
99721,1,1.5
61210,1,3.5
93114,1,3.0
987,1,3.0
4740,1,3.5
3711,1,4.0
68597,1,4.0
91860,1,4.0
88932,1,4.5
5829,1,4.0
5802,1,4.0
7012,1,3.0
8714,1,2.5
112580,1,4.0
139747,1,3.5
3808,1,4.0
71910,1,2.5
86487,1,4.5
103171,1,1.0
175693,1,2.5
136355,1,5.0
60904,1,4.0
86066,1,4.0
141818,1,4.5
5458,1,2.5
84637,1,3.0
42285,1,3.0
68600,1,2.0
6245,1,3.5
6527,1,3.0
7335,1,4.0
79299,1,3.0
78544,1,3.0
5059,1,5.0
95839,1,3.0
140852,1,1.0
495,1,5.0
147662,1,3.0
26695,1,3.5
102217,1,5.0
47736,1,5.0
149350,1,5.0
143458,1,4.0
4864,1,2.5
152270,1,3.5
158035,1,3.5
58627,1,3.5
65037,1,3.5
72714,1,4.0
167570,1,4.0
7702,1,3.5
48741,1,4.0
