MovieID,rating_count,avg_rating
7263,10,3.35
2917,10,4.0
1241,10,4.05
51084,10,3.1
169,10,2.4
711,10,3.05
4333,10,3.2
2718,10,3.2
6958,10,2.5
8977,10,2.2
1290,10,3.35
2138,10,4.05
65514,10,3.95
3742,10,3.65
56251,10,3.9
3019,10,4.15
129354,10,3.25
2772,10,2.85
37380,10,2.15
6305,10,3.6
78772,10,2.45
2111,10,3.25
62155,10,3.35
5329,10,3.35
55721,10,4.3
6367,10,2.9
1678,10,3.5
5621,10,2.5
45668,10,3.1
34338,10,3.35
258,10,2.6
2380,10,2.3
423,10,2.85
3358,10,3.85
102481,10,3.55
52458,10,3.15
2793,10,2.3
195,10,3.1
50794,10,3.1
1185,10,3.95
116897,10,4.25
3524,10,2.8
4167,10,3.0
2097,10,2.9
3707,10,2.7
4255,10,2.2
3676,10,3.75
174,10,2.7
120466,10,3.25
2734,10,3.25
91094,10,2.6
1007,10,2.6
92535,10,4.3
7137,10,3.55
2875,10,2.95
55768,10,3.15
2690,10,3.7
166461,10,3.45
84392,10,3.6
78209,10,3.55
81537,10,3.1
1017,10,3.5
328,10,3.15
8947,10,2.3
89,10,3.25
31221,10,2.05
1927,10,4.35
1541,10,2.7
1147,10,3.9
68135,10,3.55
5380,10,3.85
464,10,2.9
67923,10,3.25
4902,10,3.35
135133,10,3.7
96829,10,4.3
40826,10,3.15
57504,10,4.1
55363,10,4.1
971,10,4.1
3018,10,3.45
4228,10,2.15
2513,10,2.85
728,10,3.5
3334,10,4.2
79134,10,3.45
2176,10,3.9
4322,10,3.75
2279,10,2.4
605,10,3.0
6893,10,3.85
2594,10,3.75
1096,10,4.05
3616,10,3.3
32029,10,3.05
5970,10,3.2
47044,10,2.75
393,10,2.5
1969,10,2.35
4787,10,3.35
37830,10,3.55
27846,10,3.9
8014,10,4.25
4994,10,3.5
91485,10,3.5
1760,10,1.35
97,10,3.9
4903,10,3.0
134393,10,3.2
58156,10,2.9
4799,10,3.25
114935,10,3.9
322,10,3.55
55830,10,3.4
61250,10,2.5
79139,10,3.45
818,10,3.25
166643,10,3.8
2924,10,4.05
68793,10,3.1
86644,10,3.05
71899,10,4.2
3708,10,3.05
3067,10,3.55
2142,10,2.7
3484,10,2.75
87430,10,2.35
4396,10,2.75
5500,10,4.2
4103,10,3.95
2089,10,3.5
79057,10,3.3
2517,10,2.95
88785,10,2.85
7154,10,2.8
94,10,3.95
7150,10,2.8
5296,10,2.9
1873,10,3.75
2518,10,3.05
5220,10,2.4
69784,10,3.65
2361,10,2.75
2296,10,2.1
150548,10,3.85
918,10,4.1
55232,10,2.95
6058,10,3.05
