MovieID,rating_count,avg_rating
1235,26,4.288461538461538
3148,26,3.75
2478,26,3.1346153846153846
1476,26,3.5384615384615383
164179,26,3.980769230769231
107,26,3.326923076923077
2795,26,3.6538461538461537
4388,26,2.6538461538461537
3264,26,2.423076923076923
2826,26,2.9038461538461537
53519,26,3.1346153846153846
2359,26,3.673076923076923
2616,26,2.8846153846153846
5574,26,3.519230769230769
89492,26,3.8846153846153846
413,26,2.7884615384615383
4128,26,3.7115384615384617
6957,26,3.3653846153846154
3476,26,3.5576923076923075
93510,26,3.8653846153846154
68319,26,2.8653846153846154
1591,26,2.6346153846153846
8783,26,3.1923076923076925
148626,26,3.9615384615384617
916,26,4.0576923076923075
2082,26,2.6538461538461537
3869,26,3.423076923076923
1960,26,3.6923076923076925
106487,26,3.6346153846153846
112183,26,3.3461538461538463
3556,26,3.769230769230769
3969,26,3.4423076923076925
2409,26,3.1923076923076925
3638,26,3.1346153846153846
1614,26,2.7884615384615383
5945,26,3.173076923076923
475,25,4.3
2020,25,4.0
4823,25,3.14
46530,25,3.08
27706,25,3.16
51935,25,3.86
3534,25,3.3
54997,25,4.06
106489,25,3.58
374,25,2.2
1253,25,3.82
1378,25,3.1
3608,25,2.94
3438,25,3.0
2872,25,3.64
2352,25,3.84
2986,25,2.64
1680,25,3.6
6953,25,3.3
8983,25,3.52
53953,25,3.16
2186,25,3.98
67255,25,3.94
1801,25,3.5
1590,25,2.94
168252,25,4.28
5617,25,3.9
3462,25,3.72
3005,25,2.84
1086,25,4.1
1343,25,3.78
2394,25,3.5
86882,25,3.56
2598,25,2.84
1025,25,3.58
2366,25,3.64
106920,25,3.92
3798,25,3.2
