MovieID,rating_count,avg_rating
3606,4,3.75
85022,4,3.125
158813,4,2.0
7762,4,3.625
112911,4,2.0
7362,4,3.25
167036,4,3.75
52967,4,3.625
4850,4,3.375
63479,4,3.625
32657,4,4.25
94015,4,3.0
6252,4,2.375
71462,4,4.25
101577,4,2.5
63433,4,3.5
7541,4,3.25
7316,4,2.375
3167,4,3.5
718,4,4.125
574,4,3.25
3786,4,2.625
6687,4,2.0
581,4,4.0
152091,4,3.125
2789,4,2.875
577,4,2.125
6744,4,2.25
33880,4,3.75
7121,4,4.75
38798,4,3.125
55167,4,4.625
1305,4,3.5
3953,4,2.125
2016,4,2.875
4066,4,2.875
39231,4,3.5
86548,4,3.375
94070,4,3.875
66665,4,3.5
72356,4,4.375
39427,4,3.0
3584,4,2.0
113348,4,2.75
4969,4,3.625
387,4,2.375
1111,4,4.125
4738,4,4.0
42009,4,1.875
37240,4,3.5
27790,4,3.5
3728,4,3.75
3802,4,2.0
61352,4,3.375
1099,4,3.375
27878,4,3.875
2587,4,3.25
3074,4,4.25
6249,4,2.375
5809,4,3.375
7720,4,2.75
56563,4,3.25
512,4,3.0
6375,4,4.0
2149,4,1.75
92507,4,3.375
5415,4,3.125
58347,4,3.5
25771,4,4.5
4808,4,2.375
94266,4,2.5
117533,4,3.875
365,4,3.25
7587,4,4.0
187541,4,3.0
78088,4,3.5
7215,4,3.5
48412,4,3.0
105197,4,4.125
101612,4,3.0
2561,4,2.75
2882,4,2.0
479,4,2.25
87867,4,2.75
692,4,2.0
1605,4,2.75
132157,4,2.75
67295,4,2.875
199,4,4.125
4703,4,3.375
46967,4,3.375
4912,4,3.75
3801,4,4.0
2967,4,4.0
4221,4,2.625
4802,4,3.0
32460,4,4.25
117887,4,4.0
4305,4,1.625
6308,4,2.625
634,4,2.25
8362,4,2.75
1598,4,2.5
33834,4,3.125
187,4,4.125
7766,4,4.0
2522,4,3.25
152970,4,4.375
6625,4,2.5
7386,4,3.75
105037,4,2.5
6785,4,3.75
3627,4,3.875
69275,4,4.25
4929,4,2.375
5712,4,3.625
2131,4,4.625
3572,4,2.0
4389,4,3.625
6559,4,2.5
95307,4,2.75
113573,4,3.25
90531,4,3.75
7069,4,3.5
65188,4,3.875
33499,4,2.5
147384,4,4.0
6695,4,1.875
3031,4,2.375
2693,4,3.375
3909,4,2.0
6786,4,3.875
7000,4,3.0
5527,4,3.5
4175,4,3.625
1648,4,3.5
6288,4,3.875
1733,4,4.5
4686,4,1.625
89118,4,3.0
2091,4,2.25
34271,4,3.75
4721,4,2.125
1592,4,2.375
100507,4,3.625
4976,4,3.875
142422,4,4.25
74324,4,4.375
4792,4,3.125
6093,4,3.375
3117,4,3.875
4160,4,4.125
6368,4,4.0
3194,4,3.625
2660,4,3.5
2337,4,3.375
2902,4,2.5
7048,4,3.375
3224,4,4.75
132796,4,1.875
7481,4,4.0
523,4,3.5
45175,4,3.75
6643,4,2.625
25825,4,3.375
40723,4,3.25
93443,4,3.25
4928,4,3.125
42013,4,2.75
90345,4,3.5
6989,4,3.5
6339,4,3.875
639,4,3.0
6012,4,2.5
1550,4,2.25
71823,4,3.5
7369,4,2.25
3774,4,0.75
168266,4,3.75
78467,4,1.875
4640,4,3.75
1860,4,2.625
5102,4,2.5
1046,4,4.5
3436,4,3.75
90430,4,4.0
3930,4,2.125
8951,4,3.0
8501,4,3.625
2205,4,2.875
3576,4,3.5
74154,4,2.5
6852,4,3.625
5899,4,4.0
121231,4,4.125
98203,4,1.875
4067,4,3.375
49772,4,4.0
5246,4,2.125
4126,4,3.5
65642,4,4.25
165101,4,2.875
5988,4,2.625
3865,4,3.25
42734,4,3.25
2575,4,3.75
58315,4,2.125
5951,4,3.25
8011,4,4.0
44864,4,3.25
1942,4,4.25
114795,4,3.5
88356,4,1.875
7450,4,2.75
38304,4,4.625
6658,4,3.375
5264,4,2.25
4535,4,3.375
30850,4,3.75
1382,4,1.875
4502,4,1.625
73015,4,2.75
4063,4,2.5
49220,4,2.375
128975,4,2.875
63540,4,2.125
47810,4,1.0
3689,4,1.75
55253,4,3.75
72167,4,3.375
26471,4,4.375
840,4,3.375
6872,4,1.125
7894,4,3.5
4697,4,2.625
4191,4,3.25
83132,4,3.5
106540,4,2.875
1066,4,4.5
5879,4,1.5
6332,4,3.0
2204,4,3.875
456,4,3.75
1422,4,2.75
173145,4,2.875
32584,4,3.125
95873,4,3.5
6220,4,2.5
39234,4,3.5
5248,4,1.375
2851,4,3.25
4605,4,3.625
606,4,3.0
1992,4,2.375
4773,4,3.0
58839,4,2.375
6040,4,2.125
103980,4,3.375
93287,4,3.75
60941,4,2.875
90717,4,3.5
8581,4,4.0
109578,4,3.25
2066,4,4.125
4745,4,3.625
38,4,2.125
47382,4,3.5
4533,4,3.75
73344,4,4.25
136016,4,3.0
53956,4,3.25
271,4,3.5
3497,4,2.5
88235,4,3.625
170697,4,4.125
879,4,3.0
8364,4,3.375
5255,4,2.375
2593,4,3.375
60760,4,2.875
3109,4,3.5
7748,4,3.875
27674,4,3.75
140247,4,3.25
6978,4,3.25
51091,4,3.5
1326,4,1.125
5410,4,2.375
6337,4,3.5
1999,4,2.0
160271,4,3.625
650,4,3.0
127096,4,3.75
2181,4,3.625
3973,4,1.125
40851,4,3.375
7259,4,2.125
3846,4,3.625
5428,4,1.125
4381,4,3.375
3142,4,3.25
93766,4,2.625
3928,4,3.75
59333,4,2.875
3190,4,2.0
3500,4,3.0
49961,4,3.75
85020,4,3.375
87304,4,3.625
105653,4,4.0
461,4,2.75
70159,4,3.0
3843,4,2.375
54785,4,3.25
2043,4,2.75
127108,4,3.875
5222,4,3.375
134214,4,3.5
2050,4,2.875
1996,4,1.875
6341,4,3.25
53024,4,3.875
135567,4,2.375
5646,4,4.0
4091,4,3.25
3017,4,3.0
5438,4,2.75
3306,4,4.125
4727,4,3.125
85131,4,2.375
2836,4,3.5
2771,4,3.25
167018,4,3.125
140956,4,3.5
7258,4,2.75
7102,4,2.5
3230,4,3.875
7706,4,4.125
7982,4,3.25
240,4,2.375
2265,4,2.375
2383,4,1.5
5099,4,2.5
5843,4,2.5
3822,4,4.125
4042,4,3.375
1602,4,1.75
3225,4,2.0
52694,4,2.875
44204,4,3.25
109483,4,2.625
100390,4,2.875
51037,4,3.0
62293,4,3.5
67267,4,3.375
55245,4,3.25
1727,4,3.75
1447,4,3.375
168492,4,3.75
27397,4,4.25
98154,4,4.5
50798,4,1.125
6184,4,4.25
47894,4,3.75
148956,4,3.125
7294,4,3.25
101962,4,4.0
1684,4,3.5
1353,4,3.375
3430,4,3.0
80126,4,2.625
1752,4,2.5
513,4,3.375
2333,4,4.125
299,4,4.0
3011,4,3.25
27879,4,4.125
7448,4,2.75
185029,4,2.75
4585,4,3.375
3467,4,3.75
74685,4,3.375
26322,4,3.125
4518,4,3.75
4293,4,2.5
67695,4,2.625
140359,4,4.0
680,4,4.125
96488,4,4.25
1731,4,1.75
2120,4,2.0
130576,4,2.375
1837,4,2.25
3445,4,3.5
147378,4,3.0
3732,4,3.0
3677,4,4.125
49910,4,3.75
5214,4,2.5
7228,4,2.5
40955,4,3.875
4725,4,3.625
53318,4,3.25
766,4,3.5
27193,4,3.875
2996,4,3.125
4259,4,3.5
2264,4,2.75
4628,4,3.125
109673,4,2.125
3091,4,4.125
3990,4,2.25
2615,4,2.875
6710,4,3.625
7033,4,3.125
1392,4,4.125
27882,4,4.0
104076,4,1.875
2978,4,3.0
1979,4,3.25
40614,4,3.25
86142,4,4.0
104069,4,4.125
6808,4,4.0
62511,4,3.125
5414,4,2.875
3384,4,4.5
4432,4,4.125
31804,4,3.25
4124,4,1.25
168326,4,4.0
4339,4,3.75
3516,4,3.375
97860,4,3.125
7303,4,4.0
7026,4,2.375
7116,4,3.125
3111,4,4.25
3076,4,3.625
67788,4,3.5
2786,4,1.75
27837,4,2.875
53127,4,2.875
1998,4,1.5
4803,4,3.625
168254,4,3.125
109846,4,3.25
4168,4,2.75
4419,4,4.25
210,4,3.0
4012,4,2.5
96432,4,3.625
151739,4,2.875
2970,4,3.375
1503,4,3.0
82667,4,3.875
103596,4,1.875
1330,4,1.5
53435,4,2.0
34336,4,2.0
5522,4,3.5
518,4,2.375
43917,4,3.0
4439,4,3.625
4898,4,2.625
5477,4,3.875
65585,4,3.5
5873,4,3.875
7257,4,2.0
123,4,4.375
2241,4,3.5
7842,4,4.375
160954,4,2.625
2166,4,2.5
112370,4,1.875
142997,4,2.875
1730,4,3.25
6286,4,3.875
32289,4,3.375
102993,4,3.125
105954,4,3.625
6636,4,3.75
182823,4,2.875
34532,4,3.0
2182,4,2.875
2057,4,3.375
2399,4,2.25
147380,4,2.875
487,4,2.5
58301,4,4.375
6039,4,2.375
184471,4,2.5
5466,4,4.0
85796,4,2.375
3163,4,3.875
5668,4,2.5
27604,4,3.125
137337,4,3.5
3937,4,2.625
70565,4,3.625
4529,4,3.875
2905,4,4.25
7084,4,3.75
103075,4,3.25
2639,4,3.125
90376,4,3.5
142222,4,3.125
2807,4,2.625
45442,4,2.875
5544,4,3.75
5147,4,3.75
174053,4,4.75
8967,4,1.75
74510,4,4.25
4141,4,2.5
127098,4,4.375
93831,4,2.625
39869,4,4.125
48696,4,3.875
947,4,3.75
1844,4,3.875
4888,4,3.875
2677,4,4.375
173291,4,2.875
43376,4,4.625
5891,4,2.625
3093,4,3.75
26865,4,3.375
4229,4,2.125
7340,4,2.75
