MovieID,rating_count,avg_rating
1265,143,3.944055944055944
79132,143,4.066433566433567
1197,142,4.232394366197183
6377,141,3.9609929078014185
1704,141,4.078014184397163
2628,140,3.107142857142857
1721,140,3.414285714285714
1291,140,4.046428571428572
316,140,3.375
153,137,2.9160583941605838
1136,136,4.161764705882353
597,135,3.4851851851851854
3793,133,3.699248120300752
1193,133,4.203007518796992
231,133,3.0601503759398496
293,133,4.018796992481203
10,132,3.496212121212121
4886,132,3.871212121212121
1089,131,4.202290076335878
7361,131,4.1603053435114505
6874,131,3.9618320610687023
1240,131,3.8969465648854964
2329,129,4.217054263565892
1221,129,4.25968992248062
34,128,3.65234375
1213,126,4.25
1200,126,3.9642857142857144
8961,125,3.836
1682,125,3.812
541,124,4.100806451612903
4995,123,4.0
736,123,3.321138211382114
1097,122,3.7663934426229506
5349,122,3.540983606557377
2683,121,3.1983471074380163
733,121,3.6404958677685952
4973,120,4.183333333333334
1206,120,3.995833333333333
2716,120,3.775
5445,120,3.6375
4963,119,3.8445378151260505
1073,119,3.8739495798319328
586,116,2.9956896551724137
1527,116,3.7456896551724137
33794,116,3.8620689655172415
208,115,2.9130434782608696
5989,115,3.9217391304347826
587,115,3.4347826086956523
