MovieID,rating_count,avg_rating
3089,16,4.125
415,16,2.53125
2942,16,2.875
104879,16,4.15625
1227,16,4.0625
4054,16,2.84375
1589,16,3.28125
1431,16,2.46875
3821,16,2.28125
1753,16,3.59375
1254,16,3.65625
136864,16,2.34375
1974,16,2.875
122926,16,4.15625
5791,16,3.78125
5690,16,4.15625
140,16,3.5
1665,16,2.96875
103772,16,3.375
73321,16,3.28125
1243,16,3.96875
134368,16,3.6875
106002,16,3.4375
40583,16,3.53125
23,16,3.125
2735,16,2.71875
3791,16,3.1875
4327,16,3.59375
106916,16,3.25
3763,16,3.21875
1348,16,3.53125
2416,16,2.90625
4039,16,3.125
6659,16,3.4375
114180,16,2.9375
2819,16,3.75
2643,16,1.6875
122,16,2.65625
3178,16,3.53125
7360,16,3.90625
1702,16,3.0
382,16,3.15625
60950,16,3.09375
8981,16,3.71875
2450,16,2.15625
1411,16,4.0
69406,16,3.5
42738,16,3.09375
9,16,3.125
103141,16,3.875
4351,16,3.25
314,16,3.75
88,16,3.15625
60126,16,3.46875
3972,16,4.125
103253,16,3.3125
111659,16,2.75
2318,16,4.125
1894,16,2.84375
4499,16,4.125
36519,16,3.21875
222,16,3.75
575,16,2.65625
2387,16,3.4375
306,16,4.21875
6586,16,3.09375
1719,16,4.25
2301,16,3.625
105844,16,3.625
2146,16,3.21875
2114,16,3.71875
69951,16,3.8125
532,16,3.0
1892,16,3.28125
