MovieID,rating_count,avg_rating
356,329,4.164133738601824
318,317,4.429022082018927
296,307,4.197068403908795
593,279,4.161290322580645
2571,278,4.192446043165468
260,251,4.231075697211155
480,238,3.75
110,237,4.031645569620253
589,224,3.970982142857143
527,220,4.225
2959,218,4.272935779816514
1,215,3.9209302325581397
1196,211,4.2156398104265405
2858,204,4.056372549019608
50,204,4.237745098039215
47,203,3.9753694581280787
780,202,3.4455445544554455
150,201,3.845771144278607
1198,200,4.2075
4993,198,4.106060606060606
1210,196,4.137755102040816
858,192,4.2890625
457,190,3.9921052631578946
592,189,3.4285714285714284
2028,188,4.1462765957446805
5952,188,4.0212765957446805
7153,185,4.118918918918919
588,183,3.7923497267759565
608,181,4.116022099447513
2762,179,3.893854748603352
380,178,3.497191011235955
32,177,3.983050847457627
364,172,3.941860465116279
377,171,3.5292397660818713
1270,171,4.038011695906433
3578,170,3.9382352941176473
4306,170,3.8676470588235294
1580,165,3.487878787878788
590,164,3.8353658536585367
648,162,3.537037037037037
344,161,3.040372670807453
4226,159,4.122641509433962
367,157,3.1847133757961785
58559,149,4.238255033557047
6539,149,3.778523489932886
595,146,3.7705479452054793
1214,146,3.969178082191781
1036,145,3.8620689655172415
500,144,3.388888888888889
165,144,3.5555555555555554
