MovieID,rating_count,avg_rating
122922,22,3.7045454545454546
1958,22,3.7954545454545454
468,22,3.2045454545454546
203,22,3.4318181818181817
3504,22,4.0227272727272725
3105,22,3.6818181818181817
2642,22,2.25
276,22,3.25
3360,22,3.7045454545454546
54995,22,3.7954545454545454
60072,22,3.159090909090909
5283,22,2.909090909090909
91630,22,3.659090909090909
227,22,2.8636363636363638
122920,22,3.6136363636363638
97913,22,3.75
6773,22,3.7045454545454546
748,22,3.1136363636363638
103042,22,3.2954545454545454
2391,22,3.7954545454545454
1231,22,3.8636363636363638
2600,22,3.8636363636363638
2245,22,3.2045454545454546
2134,22,3.1136363636363638
80489,22,3.9545454545454546
27904,22,3.6136363636363638
5954,22,3.840909090909091
3317,22,3.659090909090909
93840,22,4.0227272727272725
237,22,3.340909090909091
1952,22,3.9545454545454546
5313,22,2.2954545454545454
3100,22,3.9318181818181817
4105,22,3.8181818181818183
6323,22,3.6818181818181817
3263,22,3.0454545454545454
102903,22,3.409090909090909
1350,22,3.8181818181818183
3104,22,3.6363636363636362
5171,22,2.8636363636363638
2378,22,3.022727272727273
2707,22,3.272727272727273
63992,22,2.409090909090909
1586,22,2.7954545454545454
4069,22,2.909090909090909
5449,22,2.909090909090909
1188,22,3.659090909090909
2096,22,3.409090909090909
