MovieID,rating_count,avg_rating
786,64,3.109375
1954,64,3.828125
2710,64,2.796875
1234,64,3.9765625
1035,64,3.9375
4025,64,3.0546875
48774,64,3.9453125
4447,64,3.15625
353,64,3.609375
55820,64,3.8984375
1090,63,3.984126984126984
5502,63,3.1666666666666665
2657,63,3.3412698412698414
435,63,2.4206349206349205
1304,62,3.943548387096774
3421,62,3.693548387096774
3081,62,3.475806451612903
7143,62,3.903225806451613
56174,62,3.4838709677419355
1127,62,3.475806451612903
173,62,2.6693548387096775
158,62,2.806451612903226
3671,62,3.935483870967742
1374,62,3.7661290322580645
41566,62,3.443548387096774
2640,61,3.6065573770491803
3527,61,3.581967213114754
51255,61,4.0
2321,61,3.4836065573770494
30793,61,3.0
3253,61,3.4754098360655736
3717,61,3.221311475409836
509,61,3.540983606557377
8644,61,3.4918032786885247
552,61,3.262295081967213
5459,61,2.959016393442623
1377,60,3.025
903,60,4.025
466,60,2.8666666666666667
596,60,3.45
2006,60,3.1
3471,60,3.7416666666666667
5299,60,3.2666666666666666
1500,59,3.610169491525424
112852,59,4.0508474576271185
1252,59,4.211864406779661
6378,59,3.6186440677966103
68358,59,3.864406779661017
3535,59,3.788135593220339
1199,59,4.177966101694915
33679,59,3.2796610169491527
2302,59,3.26271186440678
420,59,2.7203389830508473
1552,59,3.0338983050847457
6942,59,3.788135593220339
3033,59,3.483050847457627
