MovieID,rating_count,avg_rating
88744,27,3.462962962962963
122892,27,3.5185185185185186
2431,27,3.3703703703703702
5872,27,2.925925925925926
1021,27,2.3333333333333335
880,27,2.740740740740741
3072,27,3.5555555555555554
1347,27,3.0
4343,27,3.037037037037037
1982,27,3.7222222222222223
4901,27,3.4814814814814814
122900,27,3.7222222222222223
80549,27,3.7962962962962963
122918,27,3.925925925925926
3252,27,3.5925925925925926
37733,27,3.5
1257,27,3.685185185185185
94864,27,3.2962962962962963
52281,27,3.425925925925926
8873,27,3.7962962962962963
5013,27,3.7037037037037037
1499,27,1.9259259259259258
1120,27,3.537037037037037
2109,27,3.3703703703703702
4002,27,3.8518518518518516
741,27,4.148148148148148
166528,27,3.925925925925926
1293,27,3.8333333333333335
1179,27,3.6296296296296298
3269,27,2.8518518518518516
102445,27,3.685185185185185
3968,27,3.074074074074074
922,27,4.333333333333333
6787,27,4.018518518518518
4700,27,3.037037037037037
57368,27,3.3518518518518516
3254,27,3.2962962962962963
909,27,3.962962962962963
6503,27,2.3703703703703702
3424,27,4.037037037037037
40629,27,3.5555555555555554
720,27,4.092592592592593
2232,27,3.425925925925926
