MovieID,rating_count,avg_rating
3967,37,3.8513513513513513
1093,37,3.4054054054054053
92259,37,4.108108108108108
64957,37,3.5945945945945947
112556,37,3.7162162162162162
455,37,2.391891891891892
8376,37,3.324324324324324
30810,37,3.4864864864864864
5971,37,3.9594594594594597
55765,37,3.9054054054054053
58,37,4.027027027027027
832,37,3.3378378378378377
4016,37,3.7162162162162162
2021,37,3.4324324324324325
8622,37,3.4864864864864864
1020,37,3.081081081081081
5266,37,3.0
2948,36,3.75
44195,36,4.027777777777778
4638,36,2.8472222222222223
1345,36,3.3472222222222223
22,36,3.2222222222222223
3247,36,3.0277777777777777
2231,36,3.861111111111111
902,36,3.8472222222222223
1060,36,3.6944444444444446
119145,36,3.986111111111111
345,36,3.5972222222222223
2581,36,2.9583333333333335
1059,36,3.7222222222222223
585,36,2.736111111111111
34150,36,2.763888888888889
6947,36,3.638888888888889
3034,36,3.513888888888889
671,36,3.486111111111111
180,36,3.4027777777777777
3101,36,3.0972222222222223
3108,36,3.8055555555555554
3510,36,3.4166666666666665
31696,35,3.4714285714285715
38061,35,4.071428571428571
628,35,3.642857142857143
3809,35,3.2714285714285714
60040,35,3.1714285714285713
256,35,2.8285714285714287
66097,35,3.7
3409,35,2.9285714285714284
7445,35,3.6285714285714286
719,35,2.842857142857143
3361,35,3.6714285714285713
914,35,4.042857142857143
1084,35,4.071428571428571
193,35,2.4714285714285715
805,35,3.657142857142857
170,35,3.2285714285714286
1029,35,3.3857142857142857
63113,35,3.4571428571428573
1249,35,4.071428571428571
2427,35,3.3
36529,35,3.7142857142857144
30812,35,3.5285714285714285
