MovieID,rating_count,avg_rating
647,29,3.3275862068965516
743,29,2.5172413793103448
106696,29,3.6206896551724137
94959,29,3.7758620689655173
3745,29,3.413793103448276
2421,29,2.7758620689655173
1269,29,3.8793103448275863
1061,29,3.6724137931034484
5444,29,3.810344827586207
1339,29,3.4655172413793105
6155,29,3.2758620689655173
246,29,4.293103448275862
2485,29,2.8448275862068964
1831,29,2.4482758620689653
3273,29,2.6724137931034484
1513,29,2.9655172413793105
2384,29,2.7758620689655173
60074,29,3.0344827586206895
3825,29,2.7413793103448274
3168,29,3.603448275862069
3450,29,3.293103448275862
2722,29,2.7758620689655173
2411,29,2.706896551724138
115149,29,3.8448275862068964
898,29,4.310344827586207
115713,28,3.9107142857142856
3740,28,3.857142857142857
46970,28,3.25
82459,28,3.75
52,28,3.4642857142857144
60756,28,3.5535714285714284
74789,28,2.875
273,28,2.9464285714285716
56782,28,4.142857142857143
3186,28,3.4642857142857144
2335,28,3.1785714285714284
4019,28,3.7142857142857144
4232,28,2.9464285714285716
198,28,3.25
2243,28,3.4285714285714284
1027,28,3.017857142857143
5620,28,3.0535714285714284
2788,28,4.053571428571429
1077,28,3.75
968,28,3.75
24,28,3.125
45186,28,3.5892857142857144
2150,28,3.892857142857143
1299,28,4.017857142857143
97304,28,3.982142857142857
1223,28,4.089285714285714
